job_id,worker_id,platform_id,region_id,project_id,date_id,earnings_usd,job_completed,job_duration_days,hourly_rate,job_success_rate,client_rating,rehire_rate,marketing_spend,is_gap_day
10578,1206,4,1,4,20250816,9333.87,126,17,82.09,87.61,4.23,40.13,348,0
11953,1359,3,5,16,20250311,4759.09,54,50,81.91,79.74,3.06,48.96,413,0
3878,660,4,1,11,20250627,4316.56,89,1,121.88,67.49,3.6,62.75,229,0
11333,1592,1,3,11,20250518,4759.09,255,47,24.52,79.74,3.65,86.2,47,0
2586,76,4,5,11,20251106,5077.29,134,49,124.95,66.56,4.86,61.79,146,0
9480,1941,2,6,6,20251224,927.71,10,24,124.92,88.46,4.03,83.99,388,0
1250,1805,3,1,2,20250205,5076.31,264,26,111.55,96.2,4.69,37.63,88,0
1684,131,2,7,6,20251026,6523.78,218,16,58.5,63.79,3.39,65.87,411,0
10805,1903,1,4,1,20251104,2342.02,245,16,137.81,96.44,3.07,51.25,19,0
4286,1690,4,2,16,20250409,4759.09,140,42,60.92,98.55,3.66,58.2,459,0
9609,1393,1,3,15,20251029,3887.53,156,58,43.33,64.93,3.74,16.24,35,0
3446,905,5,7,14,20251208,0.0,10,38,102.04,79.74,4.63,82.81,318,1
10442,1571,4,3,9,20250529,4189.74,220,58,41.77,75.09,4.94,18.08,130,0
4213,1084,4,5,11,20250813,6121.99,257,19,61.61,90.86,3.4,29.37,390,0
1303,278,2,1,9,20250523,4759.09,269,18,80.78,89.91,3.13,87.92,489,0
4487,399,3,7,2,20250310,4759.09,217,32,146.64,87.82,3.19,88.36,182,0
9161,490,4,2,2,20250910,4840.68,203,47,20.01,81.61,4.69,15.73,107,0
8121,1642,1,2,4,20250606,6596.02,259,38,63.07,92.45,4.0,85.1,202,0
3845,776,5,1,13,20250730,7310.07,294,38,107.27,93.76,4.74,68.3,500,0
1214,1235,5,6,9,20250715,2902.22,26,10,143.99,79.4,4.14,29.86,425,0
3326,1583,5,2,3,20250503,1510.11,266,22,84.04,78.03,4.7,38.25,353,0
10364,1043,2,7,3,20250518,2099.92,85,49,77.22,79.74,3.36,82.45,20,0
1374,1423,3,2,9,20250222,9456.2,131,10,38.31,69.99,4.12,24.54,10,0
6109,946,2,5,3,20250101,6941.04,207,4,85.14,71.69,4.85,84.66,493,0
896,699,4,7,9,20250923,6440.81,279,51,50.49,65.05,3.45,46.59,56,0
9549,84,5,6,11,20250306,6551.84,26,41,25.04,82.69,3.93,75.18,78,0
4512,399,2,6,15,20251023,5425.44,260,9,82.09,95.76,3.57,24.93,119,0
9911,873,3,3,7,20250818,237.55,161,12,82.09,60.11,3.62,39.92,175,0
6336,1773,1,1,11,20250502,1520.89,106,57,124.28,64.21,3.37,27.59,275,0
6978,864,2,3,5,20250405,7056.63,14,54,31.16,83.48,3.92,25.72,341,0
1594,852,2,7,8,20250103,808.35,37,31,108.4,91.46,4.26,88.2,352,0
10580,1310,5,6,4,20250903,0.0,10,45,114.98,79.74,4.5,84.19,53,1
3985,1619,5,5,16,20251225,8967.13,264,41,68.81,62.09,3.04,23.26,146,0
6551,717,3,5,15,20250123,7696.06,264,59,39.44,79.74,4.16,62.49,28,0
10724,653,1,3,12,20251225,5864.65,279,57,123.62,98.01,4.0,18.96,311,0
5733,1097,1,7,7,20250721,5578.97,231,34,48.82,99.87,4.74,57.97,25,0
7525,870,2,6,7,20250218,4791.18,75,36,41.9,97.21,3.65,62.78,475,0
6971,1341,2,5,4,20250803,2120.76,70,17,94.08,79.74,4.73,12.03,125,0
8541,476,2,7,3,20250513,1095.25,30,52,108.51,69.31,3.77,35.62,68,0
2049,1076,4,1,15,20250224,9988.84,148,26,110.58,63.56,4.63,42.36,153,0
10241,1889,3,5,3,20250211,6594.6,150,47,49.31,67.23,3.38,75.34,416,0
1543,1827,3,7,8,20250410,6487.81,10,31,39.99,88.69,4.23,13.99,389,0
12377,24,4,2,15,20250314,4759.09,57,24,145.65,79.74,3.29,50.44,297,0
1548,204,4,3,10,20250411,8952.86,268,30,77.07,74.48,4.9,81.54,385,0
6632,1051,1,3,6,20250819,4414.06,193,57,118.05,85.68,4.15,22.08,333,0
2532,1675,5,3,16,20251019,5684.88,297,23,106.07,76.34,4.58,11.01,402,0
5713,1149,2,7,14,20251218,6307.43,86,12,71.78,90.33,3.6,77.19,76,0
5435,1258,4,5,7,20250921,785.31,173,14,82.09,77.65,3.95,85.85,106,0
4739,1860,3,6,1,20250819,4493.71,137,9,143.87,79.74,3.27,50.31,312,0
124,654,3,4,8,20251015,2711.34,127,16,29.33,65.64,3.1,85.63,442,0
3392,241,5,3,5,20250131,4759.09,204,1,65.56,95.74,3.78,50.31,344,0
1769,826,5,3,10,20250226,2659.53,47,53,80.75,79.74,4.22,22.38,236,0
1634,1432,2,2,6,20250603,1658.07,204,57,38.3,88.61,4.49,50.31,32,0
4557,284,5,1,5,20251113,9735.62,125,15,94.03,67.87,4.85,89.51,286,0
9788,34,3,6,3,20250101,3469.81,59,23,68.05,74.57,4.0,84.02,432,0
5981,1661,1,6,6,20250508,600.29,8,49,139.55,74.56,3.96,50.31,105,0
8991,457,4,1,7,20250330,899.89,54,42,109.27,91.83,3.12,77.04,14,0
10867,1657,2,6,15,20250116,4759.09,247,21,83.93,99.23,3.07,24.92,343,0
12310,636,4,5,5,20250908,4759.09,231,9,64.37,74.81,3.0,52.76,140,0
5229,204,4,4,8,20250104,8797.04,37,1,48.75,76.47,4.68,69.12,13,0
3006,1134,5,5,16,20250127,4467.29,190,24,80.83,97.88,4.44,61.08,477,0
7630,767,4,6,7,20250701,4563.34,284,43,90.42,76.38,4.04,45.24,173,0
20,939,5,5,2,20250420,8814.6,126,9,83.29,74.78,3.32,76.7,360,0
985,1698,2,4,7,20250104,2693.18,192,48,82.09,80.44,3.32,26.13,311,0
6324,1575,3,2,1,20250320,7126.88,150,23,82.09,69.32,4.27,55.64,96,0
6564,25,4,5,3,20251123,9814.88,241,40,70.78,82.76,3.7,50.31,445,0
1067,1498,3,2,10,20250324,3646.22,148,14,137.3,72.38,4.08,53.89,35,0
10670,285,1,4,13,20250923,4927.19,231,4,113.39,83.2,4.73,40.84,110,0
3428,914,1,6,10,20250505,8999.59,166,41,141.47,72.11,3.97,42.81,292,0
3222,1089,2,3,4,20251105,7854.81,30,40,19.0,61.48,4.38,43.41,136,0
2356,676,3,5,14,20251206,7918.5,191,53,68.92,93.03,3.92,40.83,346,0
5889,748,5,2,12,20250823,8466.03,25,59,78.2,90.94,4.59,70.03,481,0
6561,627,3,1,7,20250419,4573.65,286,6,31.05,87.31,3.57,62.83,18,0
89,419,3,2,6,20250617,1798.16,195,32,31.2,81.3,3.46,54.7,342,0
10235,252,2,5,11,20250408,7905.41,99,13,63.35,89.56,3.6,65.49,47,0
5515,448,3,5,1,20250411,9138.08,289,52,148.86,71.79,3.52,72.76,414,0
4296,1820,1,7,15,20250317,5003.3,294,47,132.65,86.3,5.0,18.45,436,0
2406,393,2,6,13,20250704,3438.41,35,1,113.66,79.74,3.86,70.72,163,0
9807,106,3,6,13,20250319,4961.71,158,56,54.58,83.73,3.47,58.55,194,0
543,1726,2,5,3,20251001,6999.37,72,20,82.09,89.0,5.0,80.26,107,0
851,1169,4,1,5,20251019,4759.09,200,44,99.44,82.08,4.73,78.02,82,0
2997,662,2,7,15,20250220,253.68,127,18,68.91,85.09,4.99,58.25,253,0
9453,873,5,5,8,20250902,3122.57,261,8,22.84,71.19,3.28,29.72,367,0
3693,1091,5,6,6,20250222,4181.42,54,31,144.94,60.69,3.09,82.8,19,0
9027,1682,1,6,12,20250507,4242.25,75,31,103.73,75.86,4.13,39.96,248,0
9320,1227,2,1,11,20251204,1502.54,237,21,33.32,73.7,4.75,11.53,51,0
7341,1650,3,1,16,20250209,123.97,228,32,100.07,73.04,3.22,55.8,18,0
11914,1122,3,6,1,20250829,309.82,227,6,37.83,67.16,3.89,48.54,12,0
2513,1673,4,7,1,20250610,1315.71,5,48,130.57,67.51,4.91,46.34,51,0
7232,936,2,4,8,20250329,5736.6,199,23,68.63,92.34,4.32,36.39,337,0
2496,1792,1,3,12,20250104,8341.73,224,17,114.77,77.16,4.05,50.31,276,0
4396,672,3,5,13,20250712,6813.98,267,13,26.91,79.46,3.0,37.05,245,0
929,1136,1,3,8,20250503,4072.63,184,32,144.65,62.34,4.96,50.31,431,0
8165,169,2,1,11,20250827,6536.23,61,49,108.63,66.92,4.53,43.56,176,0
5100,632,1,4,4,20251224,4759.09,80,53,146.66,97.98,4.43,48.53,322,0
5383,1561,5,5,8,20250818,0.0,6,27,19.84,63.46,4.22,69.58,370,1
4503,1700,3,5,8,20250619,333.07,273,19,50.38,99.79,4.47,27.96,408,0
3805,1655,3,7,5,20250811,7482.54,281,31,144.4,73.71,3.35,59.68,453,0
4659,251,2,4,16,20250310,4759.09,113,59,82.09,72.41,4.07,47.94,348,0
5951,219,5,7,6,20250710,5637.52,297,28,19.29,83.42,3.5,62.72,444,0
2086,891,5,2,2,20251230,9003.53,219,8,68.51,84.49,4.67,47.7,346,0
9414,1287,3,5,14,20250818,2030.55,170,56,82.09,65.05,4.85,32.93,233,0
3380,618,2,2,4,20250623,2891.79,193,35,122.59,89.63,4.7,45.68,415,0
4266,1854,1,7,4,20250310,3880.28,143,38,22.11,92.77,3.77,54.14,383,0
5014,391,1,3,4,20250919,8830.74,114,22,73.15,65.18,3.87,76.16,316,0
8994,1650,5,7,1,20250417,7680.44,114,50,77.41,81.13,3.99,67.13,391,0
12268,858,2,1,8,20250718,3784.24,10,35,132.86,85.89,4.26,31.23,144,0
7351,124,2,3,10,20250110,8992.5,248,40,88.04,91.41,3.88,67.49,427,0
388,306,2,3,1,20251014,5516.19,139,14,84.4,79.74,4.41,32.66,125,0
1120,81,4,7,2,20251110,3308.04,200,32,117.78,63.81,4.92,78.67,398,0
6903,1386,3,3,15,20250413,4759.09,254,2,84.23,90.27,3.38,34.17,299,0
9174,960,5,1,1,20251110,4759.09,172,27,132.99,77.18,3.2,45.57,63,0
103,1057,1,3,7,20250819,962.55,114,10,137.22,92.67,4.77,84.44,212,0
3112,1209,5,6,15,20250122,5141.21,51,41,74.22,94.39,3.17,50.31,455,0
8289,278,2,1,12,20250727,4759.09,97,43,135.27,66.84,3.05,50.31,467,0
9361,817,1,4,14,20250308,4099.21,287,8,19.96,62.37,3.43,35.36,438,0
2859,713,1,6,4,20250523,4759.09,254,28,139.11,71.46,3.51,25.07,473,0
5447,40,4,5,12,20250729,5984.47,33,16,149.5,90.75,3.33,38.62,266,0
6754,355,5,2,2,20250103,2963.02,79,40,132.73,98.54,4.6,73.67,306,0
6217,1748,1,5,4,20250412,5619.84,17,60,106.61,88.61,3.04,71.78,103,0
11044,133,3,4,3,20250524,3080.44,179,3,73.51,98.43,4.22,76.92,490,0
567,990,4,4,11,20251129,4548.2,121,15,82.09,75.84,3.61,81.1,292,0
7125,647,2,5,16,20250908,3654.19,93,40,136.86,62.58,4.28,57.17,55,0
9815,1443,3,3,4,20250413,9837.98,244,40,148.84,96.78,3.52,15.69,156,0
10945,870,4,6,11,20250110,6134.59,190,44,131.48,73.85,3.3,44.13,269,0
5398,269,5,2,3,20251107,5078.38,140,55,66.29,91.24,4.09,56.87,312,0
4312,506,3,3,9,20250519,9299.26,148,19,29.23,69.6,3.99,81.19,120,0
4982,1687,5,1,7,20250206,6144.71,199,42,83.21,71.99,4.2,74.63,126,0
6957,456,3,4,6,20250404,3187.72,74,19,48.94,79.74,4.0,76.44,261,0
8219,478,2,5,7,20250625,3417.81,60,34,76.82,66.27,3.61,17.6,404,0
2316,946,4,5,5,20250411,4299.81,135,56,149.44,70.06,4.78,45.77,335,0
10156,119,2,1,14,20250331,2004.57,212,50,145.46,83.37,3.19,50.31,445,0
6342,1485,4,4,5,20250216,9267.04,239,8,98.96,93.3,3.81,44.28,188,0
546,1104,1,7,9,20250712,8399.5,5,23,126.71,64.99,3.74,50.31,4,0
7542,1428,3,1,6,20250406,4759.09,275,22,29.84,68.34,4.0,87.85,117,0
2089,1057,1,5,6,20250302,6559.26,209,21,63.42,84.61,4.96,43.26,374,0
10159,1786,4,6,5,20250607,1969.01,182,60,112.5,80.05,3.61,45.76,10,0
6552,1702,1,7,4,20251110,8797.16,146,23,47.68,96.05,4.06,32.82,211,0
2405,999,3,4,13,20250122,6661.35,44,22,137.24,81.15,4.91,36.86,62,0
5149,145,1,2,4,20250213,7916.55,57,39,82.09,77.27,3.31,50.31,130,0
3078,1327,2,6,6,20251106,8803.62,286,23,105.97,93.26,4.28,72.77,84,0
9726,967,2,1,8,20250318,6755.25,57,18,91.87,68.16,3.17,42.13,24,0
9658,918,5,5,1,20251114,2826.22,68,11,141.24,62.76,3.11,80.8,240,0
11436,674,1,5,7,20250327,9002.14,97,27,93.89,79.74,3.28,48.53,98,0
7094,858,4,3,2,20250301,5295.93,45,35,82.93,89.64,3.81,71.31,24,0
10956,262,3,7,15,20250922,7809.17,32,57,90.38,65.69,4.18,23.26,309,0
1963,193,4,2,6,20250926,6584.87,53,26,129.15,80.04,4.63,27.79,115,0
10684,550,2,3,1,20250518,7760.21,299,44,82.09,95.55,3.52,58.17,55,0
9527,1360,3,3,4,20250414,4820.56,55,31,111.83,80.06,4.26,78.39,203,0
12333,245,4,7,5,20250407,7413.44,123,16,116.7,83.31,4.47,50.31,35,0
7961,481,2,4,6,20250107,7292.24,227,57,94.02,72.57,4.84,50.81,449,0
8218,1825,2,6,14,20250309,4182.09,50,28,27.73,94.52,3.83,85.28,198,0
7145,690,3,1,13,20251231,1511.8,277,5,18.67,96.51,3.91,12.9,199,0
6384,1535,4,3,6,20250829,5586.45,84,58,22.73,96.27,4.28,13.41,62,0
5074,887,1,2,5,20250307,9432.92,231,40,69.2,65.4,4.04,12.08,94,0
12467,1176,5,3,6,20250418,1882.82,92,14,24.97,61.06,4.71,47.09,198,0
4490,185,5,4,4,20250326,841.82,261,48,68.9,79.74,3.57,45.07,366,0
237,1777,5,3,10,20251202,1763.39,207,39,80.55,65.75,4.22,65.49,19,0
575,315,3,5,11,20250720,1130.95,292,25,23.6,79.74,4.28,34.37,87,0
1829,321,1,5,13,20250208,4632.07,248,29,82.09,64.56,3.05,20.95,263,0
7108,328,3,2,5,20250807,7083.93,20,35,145.43,76.09,4.41,88.06,176,0
7761,850,4,6,5,20250311,142.87,9,15,22.78,89.09,3.79,36.19,423,0
8886,1797,4,3,1,20250620,8663.41,259,38,22.62,70.54,4.43,25.46,342,0
12212,1747,2,2,5,20250518,4333.42,23,27,57.57,95.45,4.36,80.52,2,0
252,1003,1,2,11,20250808,0.0,8,25,145.32,67.98,3.75,11.13,164,1
8889,1489,4,7,11,20250830,1257.12,42,55,42.72,93.86,4.0,81.11,414,0
4035,1398,1,1,12,20250607,9906.5,193,35,82.09,79.74,3.23,69.47,4,0
12180,1084,3,4,14,20251020,8867.53,196,30,18.75,60.57,4.67,29.32,240,0
11420,1730,5,2,7,20250705,7396.75,172,55,26.28,80.65,4.31,50.31,412,0
1381,1362,5,4,13,20250826,4115.63,152,52,105.23,79.74,4.91,50.31,193,0
477,1182,4,2,10,20251111,4759.09,31,59,130.12,80.89,3.73,21.82,77,0
8360,1777,4,3,2,20250308,2120.61,271,57,97.6,79.74,3.56,81.27,14,0
11884,310,2,4,15,20250328,4759.09,125,45,22.22,70.79,3.55,82.74,456,0
1403,670,2,1,7,20250313,4759.09,32,3,144.76,60.72,4.09,31.64,426,0
3275,121,4,1,5,20250115,2209.42,187,24,123.1,89.12,4.03,53.97,19,0
3060,820,1,2,3,20251129,2897.73,140,36,60.05,68.38,4.67,20.75,57,0
7833,1777,5,2,7,20250204,9480.79,256,34,100.38,96.26,3.19,83.87,433,0
1612,90,3,3,10,20250426,6324.69,62,8,84.36,79.74,4.19,37.83,179,0
3903,504,3,4,7,20250922,4716.17,286,47,89.02,94.93,4.99,66.4,343,0
9676,1426,3,3,12,20250127,8179.88,154,33,35.43,79.74,3.24,25.85,365,0
5197,1643,5,2,11,20250819,9697.62,268,5,53.94,94.0,3.63,35.87,52,0
8927,68,2,7,8,20250216,4810.74,77,6,16.15,66.28,4.79,46.34,283,0
1721,1594,5,3,7,20251123,4071.86,186,30,82.09,76.2,3.05,40.62,4,0
3596,447,1,3,15,20251207,6644.4,166,4,66.2,87.73,4.24,83.58,353,0
8661,1666,5,1,7,20251013,5235.62,197,6,82.17,67.92,4.9,19.26,32,0
3291,877,1,7,14,20250927,4759.09,0,42,102.15,61.95,4.22,53.87,22,1
5371,819,1,3,14,20250919,1970.61,16,39,144.96,96.0,3.51,41.48,473,0
197,253,5,6,14,20250611,888.27,284,16,121.8,84.04,4.44,50.31,481,0
10582,1144,2,1,1,20250520,3862.7,149,10,82.09,97.48,4.29,28.12,208,0
12452,1280,2,3,2,20250909,3602.93,185,53,100.56,98.42,3.24,28.47,293,0
4654,1473,1,4,14,20250917,7981.46,123,51,26.58,92.14,4.67,88.21,215,0
7485,439,1,1,11,20250715,1972.27,159,41,106.68,89.31,4.74,82.25,471,0
3785,791,5,6,8,20250724,4930.82,107,12,61.69,73.05,3.17,47.35,271,0
5730,1667,5,1,1,20250206,8278.81,170,49,31.88,61.62,3.83,81.22,284,0
2590,961,3,6,1,20251028,5378.08,163,18,44.49,60.18,3.56,77.76,291,0
5496,1269,5,5,8,20250520,9696.49,32,43,111.14,75.77,4.27,37.14,165,0
11275,920,4,4,4,20250618,9367.31,201,52,134.38,96.1,3.7,39.08,174,0
8940,1133,4,1,6,20251006,2793.96,52,17,131.68,72.31,4.32,83.7,36,0
5801,773,4,5,4,20251015,5158.77,204,33,53.0,98.32,4.18,39.15,147,0
9400,1362,3,7,3,20251011,4759.09,7,44,82.09,74.98,4.45,39.29,58,0
10797,1308,1,2,10,20250709,4734.23,297,34,24.65,75.08,4.1,76.6,429,0
5319,732,3,2,6,20250607,3024.15,270,25,110.35,68.03,3.78,85.88,250,0
1371,369,2,3,8,20250721,9152.84,76,19,117.36,97.89,3.97,60.18,231,0
2627,1571,5,2,10,20250416,7260.04,175,21,116.0,93.56,4.0,54.54,353,0
7887,102,2,3,6,20250305,3132.65,250,14,23.77,75.73,4.77,30.57,442,0
11523,1892,2,4,10,20251107,5008.59,216,50,20.72,85.31,4.62,21.87,150,0
1023,545,1,4,9,20250812,1273.02,28,8,67.23,61.64,4.0,18.6,274,0
6426,638,2,5,13,20251018,6329.06,146,27,19.41,68.3,3.52,68.35,481,0
11805,47,4,7,7,20251010,1667.12,0,49,65.32,78.69,4.83,71.83,170,1
4041,206,3,3,2,20250312,5475.52,244,49,20.07,60.07,3.9,29.75,381,0
4732,1913,5,1,11,20250604,4759.09,130,2,102.96,82.85,3.88,50.31,312,0
698,1681,4,1,5,20250526,8392.92,213,43,51.13,86.93,3.01,82.72,16,0
6012,1776,3,6,5,20250417,7069.55,115,12,36.22,65.78,4.71,86.43,231,0
9710,1045,4,2,4,20251003,4639.21,143,3,115.07,81.01,3.19,41.78,171,0
8690,526,2,3,16,20250316,3650.59,118,48,95.18,67.06,3.57,89.8,181,0
10407,1236,2,1,8,20250320,4756.79,269,43,140.41,76.08,3.5,55.27,144,0
10243,382,1,6,14,20251211,4662.29,47,60,82.09,89.94,3.74,18.02,30,0
8188,81,2,2,11,20250103,6307.87,247,12,30.12,79.12,3.43,65.5,322,0
9349,1666,2,2,3,20250503,6890.77,209,15,86.82,93.45,3.82,34.59,188,0
11770,1749,5,2,16,20250516,4759.09,194,3,96.69,60.96,4.04,50.31,212,0
